Trial Id,Protocol #,fmt_Protocol#,Legacy Protocol ID,Product Name,Full Title,Short Title,Protocol Phase ,Protocol Status,Indication,Therapeutic Area,Operational TA,Registry,Pediatric / Non-Pediatric,Study Type,Study Design: Primary Purpose (Interventional),Study Design: Time Perspective (Observational),Study Design: Study Model (Observational),Planned Enrollment,Actual Enrollment,Actual Screened,Actual Rescreened,Actual Screen Failure,Actual Randomized / Dosed,Actual Early Terminated,% Enrollment Completed,Planned Sites,Active Sites,Legacy Company,CRO,COM/CPOM,Primary Contact,Medical Monitor,COPL/POOL,Study Site Engagement,EudraCT#,Expanded Access Availability / Status,Human Subjects Protection Review Board Status,Study Imposed by EMA Flag,Device/Product Not Approved or Cleared by US FDA,Wave,Prioritization,Tier Category,Source CTMS,Planned Primary Study Completion Date,Actual Primary Study Completion Date,Synopsis Planned Date,Synopsis Actual Date,Protocol Planned Date,Protocol Actual Date,First Site Activated Planned Date,First Site Activated Actual Date,FSS Planned Date,FSS Actual Date,FSI Planned Date,FSI Actual Date,FSFV Planned Date,FSFV Actual Date,LSI Planned Date,LSI Actual Date,LSI Avg Tx  Planned Date,LSI Avg Tx Actual Date,LSO Planned Date,LSO Actual Date,LSO 2 Planned Date,LSO 2 Actual Date,LSO 3 Planned Date,LSO 3 Actual Date,LSO 4 Planned Date,LSO 4 Actual Date,LSO Final Planned Date,LSO Final Actual Date,LSLV Planned Date,LSLV Actual Date,DBL Planned Date,DBL Actual Date,DBL 2  Planned Date,DBL 2 Actual Date,DBL 3 Planned Date,DBL 3  Actual Date,DBL 4 Planned Date,DBL 4 Actual Date,DBL Final Planned Date,DBL Final Actual Date,KA/Flash Planned Date,KA/Flash Actual Date,KA 2 10601 Planned Date,KA 2 Actual Date,KA 3 Planned Date,KA 3 Actual Date,KA 4  Planned Date,KA 4 Actual Date,KA Final  Planned Date,KA Final Actual Date,Topline Planned Date,Topline Actual Date,TFL Planned Date,TFL Actual Date,TLF Planned Date,TLF Actual Date,TLF 2 Planned Date,TLF 2 Actual Date,TLF 3 Planned Date,TLF 3 Actual Date,TLF 4 Planned Date,TLF 4 Actual Date,TLF Final Planned Date,TLF Final Actual Date,CSR Planned Date,CSR Actual Date,CSR 2  Planned Date,CSR 2  Actual Date,CSR 3  Planned Date,CSR 3 Actual Date,CSR 4 Planned Date,CSR 4 Actual Date,CSR Final Planned Date,CSR Final Actual Date,OA 1 Planned Date,OA 1 Actual Date,OA 2 Planned Date,OA 2 Actual Date,OA 3 Planned Date,OA 3 Actual Date,Trial Summary Planned Date,Trial Summary Actual Date,Oversight Needs Assessment Planned Date,Oversight Needs Assessment Actual Date,CDO Quality Risk Assessment Planned Date,CDO Quality Risk Assessment Actual Date,Primary Planned Date,Primary Actual Date
1-33DTY0,TBD-1-33DTY0,'TBD-1-33DTY0,,TAK-169,Ind.2 - 2nd Phase 3,Ind.2 - 2nd Phase 3,III,Planned,,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,5/2/2028,,6/26/2028,,,,,,10/24/2028,,,,10/14/2030,,6/30/2033,,6/30/2033,,,,,,,,,,,,7/28/2033,,,,,,,,,,8/25/2033,,,,,,,,,,,,,,8/24/2033,,,,,,,,,,12/15/2033,,,,,,,,,,,,,,,,12/15/2033,,,,,,,
1-33DTYJ,TBD-1-33DTYJ,'TBD-1-33DTYJ,,TAK-169,Ind.3 - 1st Ph1b/2 Randomized,Ind.3 - 1st Ph1b/2 Randomized,II,Planned,,Oncology,,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,9/17/2024,,11/9/2024,,,,,,4/13/2025,,,,3/4/2027,,5/27/2028,,5/27/2028,,,,,,,,,,,,6/26/2028,,,,,,,,,,7/3/2028,,,,,,,,,,,,,,7/21/2028,,,,,,,,,,12/4/2028,,,,,,,,,,,,,,,,12/4/2028,,,,,,,
1-33DTYS,TBD-1-33DTYS,'TBD-1-33DTYS,,TAK-169,Ind.3 - 2nd Ph1b/2 Randomized,Ind.3 - 2nd Ph1b/2 Randomized,II,Planned,,Oncology,,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,3/17/2025,,5/8/2025,,,,,,10/10/2025,,,,8/31/2027,,11/23/2028,,11/23/2028,,,,,,,,,,,,12/23/2028,,,,,,,,,,12/30/2028,,,,,,,,,,,,,,1/18/2029,,,,,,,,,,6/2/2029,,,,,,,,,,,,,,,,6/2/2029,,,,,,,
1-33DTZ1,TBD-1-33DTZ1,'TBD-1-33DTZ1,,TAK-169,Ind.3 - 1st Phase 3,Ind.3 - 1st Phase 3,III,Planned,,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,5/2/2028,,6/26/2028,,,,,,10/24/2028,,,,10/14/2030,,6/30/2033,,6/30/2033,,,,,,,,,,,,7/28/2033,,,,,,,,,,8/25/2033,,,,,,,,,,,,,,8/24/2033,,,,,,,,,,12/15/2033,,,,,,,,,,,,,,,,12/15/2033,,,,,,,
1-33DTZA,TBD-1-33DTZA,'TBD-1-33DTZA,,TAK-169,Ind.3 – 2nd Phase 3,Ind.3 – 2nd Phase 3,III,Planned,,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,4/27/2029,,6/21/2029,,,,,,10/19/2029,,,,10/9/2031,,6/25/2034,,6/25/2034,,,,,,,,,,,,7/23/2034,,,,,,,,,,8/20/2034,,,,,,,,,,,,,,8/17/2034,,,,,,,,,,12/10/2034,,,,,,,,,,,,,,,,12/10/2034,,,,,,,
1-33FJ4E,TAK-676-1003,'TAK-676-1003,,TAK-676,Ph1 dose escalation/expansion w radiation (US only) (100 pts),aPh1 dose escalation/expansion w radiation,I,Not Yet Recruiting,Multiple cancer,Oncology,Early Oncology,,Non-pediatric only (>18 yr),,Treatment,,,46,,,,,,,,1,6,,PPD,,"Sarah Noah, Kate Stumpo",,,,,,,,,Wave 2,Accelerate,Wave 2/Acc,Medidata CTMS (Pharma),,,8/7/2020,8/7/2020,10/23/2020,10/23/2020,,,,,6/29/2021,,,,4/20/2023,,2/12/2024,,2/12/2024,,,,,,,,,,,,3/27/2024,,,,,,,,,,4/2/2024,,,,,,,,,,,,,,4/26/2024,,,,,,,,,,7/26/2024,,,,,,,,,,,,,,,,7/26/2024,,,,,,,
1-33FJ4O,TBD-1-33FJ4O,'TBD-1-33FJ4O,,TAK-676,Ind.1 - 1st Ph1b/2 Randomized,Ind.1 - 1st Ph1b/2 Randomized,II,Planned,Multiple cancer,Oncology,Early Oncology,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,Wave 2,Accelerate,,Medidata CTMS (Pharma),,,6/19/2024,,8/13/2024,,,,,,1/14/2025,,,,12/5/2026,,2/28/2028,,2/28/2028,,,,,,,,,,,,3/29/2028,,,,,,,,,,4/5/2028,,,,,,,,,,,,,,4/25/2028,,,,,,,,,,9/6/2028,,,,,,,,,,,,,,,,9/6/2028,,,,,,,
1-33FJ4X,TBD-1-33FJ4X,'TBD-1-33FJ4X,,TAK-676,Ind.1-2nd Ph1b/2 Randomized,Ind.1-2nd Ph1b/2 Randomized,II,Planned,Multiple cancer,Oncology,,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,Wave 2,Accelerate,,Medidata CTMS (Pharma),,,8/6/2025,,9/30/2025,,,,,,3/3/2026,,,,1/22/2028,,4/16/2029,,4/16/2029,,,,,,,,,,,,5/16/2029,,,,,,,,,,5/23/2029,,,,,,,,,,,,,,6/12/2029,,,,,,,,,,1/2/2030,,,,,,,,,,,,,,,,1/2/2030,,,,,,,
1-33FJ5F,TBD-1-33FJ5F,'TBD-1-33FJ5F,,TAK-676,Ph1b/2 Combo Single Arm,Ph1b/2 Combo Single Arm TAK-676,II,Planned,Multiple cancer,Oncology,Early Oncology,,,,,,,70,,,,,,,,1,,,TBD,,,,,,,,,,,Wave 2,Accelerate,,Medidata CTMS (Pharma),,,4/18/2022,,6/10/2022,,,,,,11/7/2022,,,,7/27/2023,,1/23/2024,,1/23/2024,,,,,,,,,,,,2/22/2024,,,,,,,,,,3/20/2024,,,,,,,,,,,,,,3/20/2024,,,,,,,,,,8/21/2024,,,,,,,,,,,,,,,,8/21/2024,,,,,,,
1-33FJ5O,TBD-1-33FJ5O,'TBD-1-33FJ5O,,TAK-676,Ph1 SA Safety/PK-J&A,Ph1 SA Safety/PK-J&A,I,Planned,Multiple cancer,Oncology,,,,,,,,30,,,,,,,,1,,,TBD,,,,,,,,,,,Wave 2,Accelerate,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJ5Y,TBD-1-33FJ5Y,'TBD-1-33FJ5Y,,,Ph1 Food Effect TAK-676,Ph1 Food Effect TAK-676,I,Planned,,,,,,,,,,20,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJ6P,TBD-1-33FJ6P,'TBD-1-33FJ6P,,TAK-676,QT Study,QT Study TAK-676,I,Planned,,Oncology,,,,,,,,40,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,11/7/2028,,12/17/2028,,,,,,4/16/2029,,,,7/10/2030,,4/6/2031,,4/6/2031,,,,,,,,,,,,5/6/2031,,,,,,,,,,5/13/2031,,,,,,,,,,,,,,6/2/2031,,,,,,,,,,12/23/2031,,,,,,,,,,,,,,,,12/23/2031,,,,,,,
1-33FJ7I,TBD-1-33FJ7I,'TBD-1-33FJ7I,,TAK-676,Ind.1 - First Ph3,Ind.1 - First Ph3,III,Planned,,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,3/5/2024,,4/29/2024,,,,,,8/27/2024,,,,6/23/2025,,10/21/2025,,10/21/2025,,,,,,,,,,,,11/18/2025,,,,,,,,,,10/21/2025,,,,,,,,12/16/2025,,,,,,12/15/2025,,,,,,,,,,4/7/2026,,,,,,,,,,,,,,,,4/7/2026,,,,,,,
1-33FJ7R,TBD-1-33FJ7R,'TBD-1-33FJ7R,,TAK-676,Ind.1 - Second Ph3,Ind.1 - Second Ph3,III,Planned,,Oncology,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,11/22/2028,,1/16/2029,,,,,,5/16/2029,,,,5/6/2031,,1/20/2034,,1/20/2034,,,,,,,,,,,,2/17/2034,,,,,,,,,,3/17/2034,,,,,,,,,,,,,,3/16/2034,,,,,,,,,,7/7/2034,,,,,,,,,,,,,,,,7/7/2034,,,,,,,
1-33FJ8D,TBD-1-33FJ8D,'TBD-1-33FJ8D,,TAK-676,Renal Impairment,Renal Impairment TAK-676,I,Planned,,Oncology,,,,,,,,60,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,12/9/2025,,1/19/2026,,,,,,5/19/2026,,,,5/8/2028,,5/3/2029,,5/3/2029,,,,,,,,,,,,6/2/2029,,,,,,,,,,6/9/2029,,,,,,,,,,,,,,6/28/2029,,,,,,,,,,1/19/2030,,,,,,,,,,,,,,,,1/19/2030,,,,,,,
1-33FJ8P,TBD-1-33FJ8P,'TBD-1-33FJ8P,,TAK-676,Hepatic Impairment,Hepatic Impairment TAK-676,I,Planned,,Oncology,,,,,,,,70,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,12/9/2025,,1/19/2026,,,,,,5/19/2026,,,,5/8/2028,,5/3/2029,,,,,,,,,,,,,,2/19/2034,,,,,,,,,,2/26/2034,,,,,,,,,,,,,,3/16/2034,,,,,,,,,,10/8/2034,,,,,,,,,,,,,,,,10/8/2034,,,,,,,
1-33FJ9I,TBD-1-33FJ9I,'TBD-1-33FJ9I,,,Ind.2 - 2nd Ph1b/2 Randomized,Ind.2 - 2nd Ph1b/2  Randomized,II,Planned,,,,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJ9R,TBD-1-33FJ9R,'TBD-1-33FJ9R,,,Ind.2 - First Phase 3,Ind.2 - First Phase 3,III,Planned,,,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJ15,C16051,'C16051,,Ninlaro,Ph 1 Pediatrics IV,Ph 1 Pediatrics IV,I,Cancelled,Support - Oncology,Oncology,Early Oncology,,,,,,,15,,,,,,,,1,,,PPD,,Judie Ackerman,,,,2018-003907-20,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJ56,TAK-676-1001,'TAK-676-1001,,TAK-676,Ph1 Dose Escalation,Ph1 Dose Escalation,I,Planned,Multiple cancer,Oncology,,,,,,,,100,,,,,,,,2,,,PRA,,,,,,,,,,,Wave 2,Accelerate,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJ67,TBD-1-33FJ67,'TBD-1-33FJ67,,TAK-676,Human ADME,Human ADME TAK-676,I,Planned,,Oncology,,,,,,,,6,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,10/11/2023,,11/21/2023,,,,,,3/20/2024,,,,9/16/2024,,3/15/2025,,3/15/2025,,,,,,,,,,,,4/14/2025,,,,,,,,,,4/21/2025,,,,,,,,,,,,,,5/9/2025,,,,,,,,,,12/1/2025,,,,,,,,,,,,,,,,12/1/2025,,,,,,,
1-33FJ70,TBD-1-33FJ70,'TBD-1-33FJ70,,TAK-676,DDI #1,DDI #1 TAK-676,I,Planned,,Oncology,,,,,,,,30,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,10/11/2023,,11/21/2023,,,,,,3/20/2024,,,,6/13/2025,,3/15/2025,,3/15/2025,,,,,,,,,,,,4/14/2025,,,,,,,,,,4/21/2025,,,,,,,,,,,,,,5/9/2025,,,,,,,,,,12/1/2025,,,,,,,,,,,,,,,,12/1/2025,,,,,,,
1-33FJ79,TBD-1-33FJ79,'TBD-1-33FJ79,,TAK-676,DDI #2,DDI #2 TAK-676,I,Planned,,Oncology,,,,,,,,30,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,9/2/2025,,10/11/2025,,,,,,2/8/2026,,,,5/4/2027,,8/2/2027,,8/2/2027,,,,,,,,,,,,9/1/2027,,,,,,,,,,9/8/2027,,,,,,,,,,,,,,9/28/2027,,,,,,,,,,4/19/2028,,,,,,,,,,,,,,,,4/19/2028,,,,,,,
1-33FJ97,TBD-1-33FJ97,'TBD-1-33FJ97,,,Ind.2 - 1st Ph1b/2 Randomized,Ind.2 - 1st Ph1b/2  Randomized,II,Planned,,,,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJA0,TBD-1-33FJA0,'TBD-1-33FJA0,,,Ind.2 - Second Phase 3,Ind.2 - Second,III,Planned,,,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJAB,TBD-1-33FJAB,'TBD-1-33FJAB,,,Ind.3 - 1st Ph1b/2 Randomized,Ind.3 - 1st Ph1b/2,II,Planned,,,,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJAK,TBD-1-33FJAK,'TBD-1-33FJAK,,,Ind.3 - 2nd Ph1b/2 Randomized TAK-676,Ind.3 - 2nd Ph1b/2 Randomized TAK-676,II,Planned,,,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJAT,TBD-1-33FJAT,'TBD-1-33FJAT,,,Ind.3 - First Phase 3,Ind.3 - First Phase 3,II,Planned,,,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJB2,TBD-1-33FJB2,'TBD-1-33FJB2,,,Ind.3 - Second Phase 3,Ind.3 - Second Phase 3,II,Planned,,,,,,,,,,400,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33FJBF,TBD-1-33FJBF,'TBD-1-33FJBF,,Iclusig,Iclusig Roll Over Study,Iclusig Roll Over Study,II,Planned,,Oncology,Late Oncology,,,,,,,150,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,5/8/2024,,,,,,10/5/2024,,,,7/11/2029,,6/20/2033,,6/20/2033,,,,,,,,,,,,8/1/2033,,,,,,,,,,8/15/2033,,,,,,,,,,,,,,8/26/2033,,,,,,,,,,12/5/2033,,,,,,,,,,,,,,,,12/5/2033,,,,,,,
1-33JCPH,TAK-018-2001,'TAK-018-2001,,Sibofimloc (TAK-018),"A Randomized, Double-blind, Placebo-controlled, Multi-center, Proof-of-Mechanism, Phase 2a Study to Evaluate the Safety, Tolerability and Efficacy of TAK-018 (EB8018) for the Prevention of Post-Operative Crohn’s Disease Recurrence",TAK-018 P2a POM POCD Study,IIa,Recruiting,(CD) Crohn's disease,GI,Late GI,,,Interventional,,,,96,17,31,,10,17,3,17.71%,40,28,,PRA,,Brian Sontag,,,,2019-000886-19,,,,,Wave 2,De-Risk,,Medidata CTMS (Pharma),,,10/31/2018,10/31/2018,7/3/2019,7/3/2019,,,8/4/2020,8/4/2020,8/14/2020,8/14/2020,,,3/31/2022,,,,10/31/2022,,,,,,,,,,,,12/30/2022,,,,,,,,,,1/6/2023,,,,,,,,,,,,,,2/3/2023,,,,,,,,,,5/8/2023,,,,,,,,,,,,,,,,5/8/2023,,,,,,,
1-33RH8X,Pevonedistat-2002,'Pevonedistat-2002,,pevonedistat (TAK-924),"A Randomized, Open-label, Controlled, Phase 3 Study of Pevonedistat, Venetoclax, and Azacitidine Versus Venetoclax Plus Azacitidine in Adults  With Newly Diagnosed Acute Myeloid Leukemia Who Are Unfit for Intensive Chemotherapy",Ph 3 Pevo/Ven/Aza vs Ven/Aza,III,Recruiting,NEC/AS/NS,Oncology,Late Oncology,,Non-pediatric only (>18 yr),Interventional,Treatment,Prospective,Other,430,131,217,,69,131,,30.47%,120,,,TBD,,Gabriel Berman,,"Douglas Faller, Farhad Sedarati",,,,,,,Wave 1,Advance,Wave 1,Medidata CTMS (Pharma),,,8/16/2019,8/16/2019,11/21/2019,11/21/2019,,,,,11/23/2020,11/23/2020,,,6/26/2023,,9/30/2024,,6/3/2023,,4/5/2024,,12/8/2025,,,,10/11/2026,,,,7/15/2023,,5/17/2024,,1/19/2026,,,,11/21/2026,,,,5/24/2024,,1/26/2026,,,,11/28/2026,,,,,,7/22/2023,,6/14/2024,,2/23/2026,,,,12/27/2026,,8/12/2023,,9/6/2024,,6/16/2026,,,,3/26/2027,,,,,,,,3/26/2027,,,,,,,
1-33RH9C,C14023,'C14023,,Alisertib,Phase 3 Alisertib + (7+3) vs (7+3) in fit AML,Ph3 Alisertib+(7+3) vs (7+3),III,Cancelled,(AML) Acute myeloid leukemia,Oncology,,,,,,,,350,,,,,,,,120,,,PPD,,Zahir Rajiwate,,,,,,,,,NA,,,Medidata CTMS (Pharma),,,,,7/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/3/2025,,,,,,,
1-33RHA1,TBD-1-33RHA1,'TBD-1-33RHA1,,TAK-418,BCH KS Natural History,Takeda-Boston Children’s Kabuki Syndrome Naturalis,0,Planned,Kabuki Syndrome,NS,,,,,,,,75,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33RHUL,TAK-418-1005,'TAK-418-1005,,TAK-418,Asia bridging,An Early Proof of Concept Efficacy and Safety Stud,I,Cancelled,Kabuki Syndrome,NS,Early NS,,,,,,,24,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33RHY7,TAK-788-1502,'TAK-788-1502,,Mobocertinib (TAK-788),Ph1/2 HER2 combo basket (48 pts),Ph1/2 HER2 combo basket (48 pts),II/III,Withdrawn,Hemostasis and tissue sealing in GI Anastomosis,Oncology,Early Oncology,,,,,,,53,,,,,,,,20,,,PPD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,2/14/2020,2/14/2020,5/6/2020,5/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/6/2020,5/6/2020,,,,,,
1-33RHYI,TBD-1-33RHYI,'TBD-1-33RHYI,,,Phase 1 HER2 Mutation Other (110 pts),Ph2 HER2 SA basket,II,Cancelled,00032 Solid tumor,,,,,,,,,110,0,0,,0,,0,0.00%,1,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-33RHYU,TBD-1-33RHYU,'TBD-1-33RHYU,,Mobocertinib (TAK-788),Phase 1/2 EGFR combo (140 pts),Ph1/2 EGFR ex20 combo,I,Cancelled,Prevention of H5N1 pandemic influenza (pediatric),Oncology,,,,,,,,140,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,11/29/2021,,3/1/2022,,,,,,7/29/2022,,,,7/28/2024,,4/27/2025,,4/27/2025,,,,,,,,,,,,6/28/2025,,,,,,,,,,7/7/2025,,,,,,,,,,,,,,7/29/2025,,,,,,,,,,12/8/2025,,,,,,,,,,,,,,,,12/8/2025,,,,,,,
1-33RHZ3,TBD-1-33RHZ3,'TBD-1-33RHZ3,,Mobocertinib (TAK-788),Ph3 RCT EGFR exon 20 combo in NSCLC,Ph3 EGFR ex20 combo,III,Cancelled,Prevention of H5N1 pandemic influenza (pediatric),Oncology,,,,,,,,250,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-34Q1U7,MVT-601-3201,'MVT-601-3201,,relugolix,"HERO: A Multinational Phase 3 Randomized, Open-label, Parallel Group Study to Evaluate the Safety and Efficacy of Relugolix in Men with Advanced Prostate Cancer",MVT-601-3201,III,Planned,(PC) Prostate cancer_,Oncology,,,,,,,,108,68,98,,30,,16,62.96%,15,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,3/29/2019,3/29/2019,,,12/31/2020,12/31/2020,,,12/31/2021,,,,,,,,,,,,2/28/2022,,,,,,,,,,3/21/2022,,,,,,,,,,,,,,3/29/2022,,,,,,,,,,6/30/2022,,,,,,,,,,,,,,,,6/30/2022,,,,,,,
1-34Q1ZH,VedolizumabSC-1023,'VedolizumabSC-1023,,,"A Phase 1, Open-Label, Randomized Parallel Group Study to Compare the Pharmacokinetics of Single Subcutaneous Injections of Vedolizumab Administered in Prefilled Syringe Versus Prefilled Syringe in Autoinjector in Healthy Subjects",Vedolizumab SC pinch/stretch study,I,Cancelled,Normal Healthy Volunteer,,,,,,,,,228,0,0,,0,,0,0.00%,2,,,,,,,,,,,,,,,,,STARS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-34Q2IX,TAK-079-1001,'TAK-079-1001,,Mezagitamab (TAK-079),"An open label, multicenter phase 1b study investigating the safety of TAK-079 in combination with backbone regimen for the treatment of patients with newly diagnosed multiple myeloma not eligible for autologous stem cell transplant (SCT)","An open label, multicenter phase 1b",Ib,Cancelled,(MM) Multiple myeloma relapsed/refractory,RGH,,,,,,,,18,,,,,,,,4,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-34Q2J8,TAK-079-1002,'TAK-079-1002,,Mezagitamab (TAK-079),"An open label, multicenter phase 1b study investigating the safety of TAK-079 in combination with backbone regimens for the treatment of patients with newly diagnosed multiple myeloma and for whom SCT is not planned as initial therapy",TAK-079-1002 TAK-079,Ib,Recruitment Complete,(MM) Multiple myeloma relapsed/refractory,RGH,Others,,,,,,,24,23,30,,7,,4,95.83%,10,9,,PPD,,Rachel McComb,,,,,,,,,,,,Medidata CTMS (Pharma),,,2/1/2019,2/1/2019,5/8/2019,5/8/2019,,,,,8/2/2019,8/2/2019,,,3/31/2021,,3/31/2023,,3/31/2023,,,,,,,,,,,,8/5/2023,,,,,,,,,,8/12/2023,,,,,,,,,,,,,,8/12/2023,,,,,,,,,,11/30/2023,,,,,,,,,,,,,,,,11/30/2023,,,,,,,
